EmployeeID ,AverageRating      ,FeedbackCount ,LastSubmittedAt
         3 ,1.0                ,            1 ,2024-01-13 05:02:30
         5 ,5.0                ,            1 ,2024-05-09 00:02:44
         6 ,3.0                ,            1 ,2024-08-10 11:56:25
         9 ,3.0                ,            1 ,2024-04-28 17:33:05
        10 ,4.0                ,            1 ,2024-05-21 11:10:32
        17 ,4.5                ,            2 ,2024-09-24 18:01:27
        21 ,1.0                ,            1 ,2024-08-04 02:33:51
        22 ,1.0                ,            1 ,2024-07-06 16:48:25
        26 ,5.0                ,            1 ,2024-05-28 03:37:22
        31 ,2.0                ,            1 ,2024-08-15 09:47:24
        35 ,5.0                ,            1 ,2024-03-04 22:08:23
        36 ,3.0                ,            1 ,2024-02-02 10:59:58
        37 ,4.333333333333333  ,            3 ,2024-08-08 14:38:03
        40 ,3.0                ,            1 ,2024-07-21 06:43:56
        42 ,5.0                ,            1 ,2024-05-12 17:31:04
        43 ,5.0                ,            1 ,2024-04-30 10:46:34
        44 ,3.0                ,            2 ,2024-09-06 14:42:32
        45 ,2.5                ,            2 ,2024-03-01 23:01:52
        46 ,2.0                ,            1 ,2024-06-03 02:31:35
        47 ,2.0                ,            1 ,2024-02-28 20:17:30
        48 ,4.0                ,            1 ,2024-03-11 15:12:14
        49 ,4.0                ,            1 ,2024-02-20 19:50:09
        50 ,4.0                ,            1 ,2024-04-28 20:45:40
        53 ,1.0                ,            1 ,2024-03-31 11:37:31
        58 ,2.5                ,            2 ,2024-03-21 05:01:47
        60 ,1.0                ,            1 ,2024-01-14 19:33:49
        62 ,5.0                ,            1 ,2024-06-05 16:27:37
        63 ,2.0                ,            1 ,2024-07-01 08:05:07
        64 ,3.0                ,            1 ,2024-06-15 16:32:35
        65 ,3.0                ,            1 ,2024-01-29 00:34:02
        68 ,1.0                ,            1 ,2024-09-14 14:39:32
        73 ,1.5                ,            2 ,2024-07-01 04:41:14
        75 ,5.0                ,            1 ,2024-03-31 22:47:51
        76 ,4.0                ,            1 ,2024-09-17 11:22:11
        79 ,2.3333333333333335 ,            3 ,2024-09-22 18:48:15
        84 ,3.3333333333333335 ,            3 ,2024-04-04 23:54:53
        87 ,2.0                ,            1 ,2024-09-05 09:18:56
        88 ,1.0                ,            1 ,2024-10-04 01:55:46
        90 ,4.0                ,            1 ,2024-06-12 03:13:19
        91 ,1.0                ,            1 ,2024-01-05 10:33:00
        95 ,4.5                ,            2 ,2024-08-15 22:50:59
        97 ,2.6666666666666665 ,            3 ,2024-09-17 09:22:46
        99 ,3.0                ,            1 ,2024-09-16 02:48:20
       100 ,1.0                ,            1 ,2024-08-30 19:59:54
       102 ,4.0                ,            1 ,2024-04-29 16:10:05
       104 ,4.0                ,            1 ,2024-07-29 08:40:00
       106 ,2.0                ,            1 ,2024-02-18 21:18:51
       110 ,4.0                ,            1 ,2024-02-14 17:46:58
       115 ,2.0                ,            1 ,2024-05-22 07:49:10
       116 ,3.0                ,            1 ,2024-01-03 06:18:17
       118 ,4.0                ,            1 ,2024-06-15 22:23:12
       119 ,3.0                ,            2 ,2024-08-23 14:56:58
       120 ,4.0                ,            2 ,2024-07-05 18:42:29
       124 ,2.0                ,            2 ,2024-03-24 17:59:10
       126 ,5.0                ,            1 ,2024-05-19 08:39:49
       127 ,2.0                ,            1 ,2024-07-27 06:06:18
       137 ,3.0                ,            1 ,2024-01-03 21:17:52
       138 ,1.0                ,            1 ,2024-01-26 16:52:21
       146 ,5.0                ,            1 ,2024-08-25 18:25:47
       149 ,1.0                ,            1 ,2024-08-17 02:24:12
       150 ,2.0                ,            1 ,2024-01-06 02:34:42
       152 ,1.6666666666666667 ,            3 ,2024-04-02 01:19:06
       157 ,5.0                ,            1 ,2024-05-22 14:05:20
       158 ,5.0                ,            1 ,2024-01-10 09:23:49
       163 ,3.0                ,            1 ,2024-07-11 12:20:40
       164 ,5.0                ,            1 ,2024-07-08 05:28:10
       167 ,3.0                ,            1 ,2024-07-21 04:28:44
       172 ,4.0                ,            1 ,2024-02-02 07:50:50
       173 ,3.0                ,            1 ,2024-02-11 05:52:30
       177 ,3.0                ,            1 ,2024-03-10 14:38:08
       178 ,3.0                ,            1 ,2024-08-10 20:08:18
       180 ,1.0                ,            1 ,2024-03-27 10:33:17
       181 ,2.0                ,            1 ,2024-02-14 22:04:43
       182 ,5.0                ,            1 ,2024-01-23 08:10:06
       183 ,2.0                ,            1 ,2024-08-14 10:21:32
       184 ,3.5                ,            2 ,2024-08-05 13:22:24
       185 ,2.0                ,            1 ,2024-07-14 19:26:44
       186 ,1.0                ,            1 ,2024-09-11 00:59:17
       187 ,3.0                ,            1 ,2024-03-01 06:39:42
       190 ,1.0                ,            1 ,2024-05-18 02:24:51
       197 ,1.0                ,            1 ,2024-09-26 20:20:08
       201 ,4.0                ,            1 ,2024-09-07 11:54:23
       203 ,5.0                ,            1 ,2024-04-09 22:11:19
       205 ,3.0                ,            1 ,2024-06-13 08:34:07
       206 ,3.0                ,            1 ,2024-07-31 18:37:03
       208 ,1.0                ,            1 ,2024-05-06 10:45:16
       209 ,2.0                ,            1 ,2024-01-09 12:49:23
       210 ,5.0                ,            1 ,2024-07-22 12:42:51
       212 ,4.0                ,            1 ,2024-05-02 02:16:18
       214 ,4.0                ,            1 ,2024-09-26 05:47:51
       216 ,3.0                ,            1 ,2024-07-26 08:02:18
       218 ,1.0                ,            1 ,2024-05-31 15:03:00
       220 ,5.0                ,            1 ,2024-06-10 04:25:00
       221 ,5.0                ,            1 ,2024-06-14 07:26:33
       230 ,5.0                ,            1 ,2024-04-24 12:09:28
       232 ,4.0                ,            2 ,2024-09-13 22:02:34
       240 ,1.0                ,            1 ,2024-07-14 17:41:10
       241 ,5.0                ,            1 ,2024-04-12 14:42:35
       247 ,2.0                ,            1 ,2024-05-21 11:44:13
       248 ,5.0                ,            1 ,2024-06-28 10:17:15
       249 ,5.0                ,            1 ,2024-05-06 22:01:17
       252 ,4.0                ,            1 ,2024-03-31 19:34:24
       260 ,2.0                ,            2 ,2024-07-10 04:59:51
       263 ,4.0                ,            1 ,2024-02-07 00:53:15
       264 ,5.0                ,            1 ,2024-05-25 10:33:53
       266 ,5.0                ,            1 ,2024-08-10 09:58:10
       267 ,2.0                ,            1 ,2024-03-06 06:58:03
       268 ,3.0                ,            2 ,2024-07-28 15:27:30
       269 ,2.0                ,            1 ,2024-08-04 06:37:02
       271 ,4.0                ,            1 ,2024-09-25 09:03:51
       274 ,1.0                ,            1 ,2024-02-04 15:29:42
       276 ,5.0                ,            1 ,2024-05-21 07:02:52
       277 ,1.0                ,            2 ,2024-10-01 21:36:14
       279 ,4.0                ,            1 ,2024-09-02 03:43:09
       282 ,1.0                ,            1 ,2024-09-04 11:04:34
       284 ,3.0                ,            1 ,2024-05-23 21:55:43
       285 ,1.0                ,            1 ,2024-04-24 08:54:29
       286 ,2.0                ,            1 ,2024-05-22 05:01:25
       288 ,2.0                ,            1 ,2024-09-26 21:38:21
       290 ,4.0                ,            1 ,2024-01-25 01:55:40
       293 ,2.5                ,            2 ,2024-09-02 17:04:33
       294 ,1.0                ,            1 ,2024-09-10 02:53:26
       297 ,2.6666666666666665 ,            3 ,2024-09-17 16:42:46
       300 ,4.0                ,            1 ,2024-10-04 07:32:54
       302 ,3.5                ,            4 ,2024-07-27 10:37:21
       306 ,2.0                ,            1 ,2024-01-08 02:41:43
       307 ,4.0                ,            1 ,2024-01-25 14:05:32
       309 ,3.0                ,            1 ,2024-06-15 22:17:08
       311 ,2.0                ,            1 ,2024-04-04 22:49:58
       313 ,2.5                ,            2 ,2024-08-10 21:34:59
       315 ,4.0                ,            1 ,2024-01-25 13:49:36
       316 ,4.0                ,            1 ,2024-04-25 17:42:31
       318 ,5.0                ,            1 ,2024-02-11 22:14:10
       322 ,1.0                ,            1 ,2024-07-03 10:18:04
       325 ,2.0                ,            1 ,2024-04-18 00:42:30
       327 ,3.5                ,            2 ,2024-04-01 23:09:40
       328 ,4.0                ,            1 ,2024-03-15 21:59:04
       340 ,4.0                ,            2 ,2024-08-27 23:24:30
       341 ,1.0                ,            1 ,2024-08-31 15:23:36
       342 ,3.0                ,            1 ,2024-03-26 00:26:02
       343 ,5.0                ,            1 ,2024-03-06 17:09:47
       354 ,5.0                ,            1 ,2024-01-09 13:27:01
       356 ,5.0                ,            1 ,2024-08-25 23:25:03
       357 ,2.5                ,            2 ,2024-07-24 02:52:33
       359 ,5.0                ,            1 ,2024-04-07 21:14:08
       360 ,5.0                ,            1 ,2024-08-14 09:06:44
       362 ,2.0                ,            1 ,2024-02-28 08:00:57
       365 ,5.0                ,            1 ,2024-03-08 08:23:17
       366 ,5.0                ,            1 ,2024-04-24 23:07:57
       368 ,5.0                ,            1 ,2024-06-04 22:29:14
       369 ,3.0                ,            2 ,2024-07-30 12:03:52
       372 ,2.0                ,            1 ,2024-01-23 11:24:05
       373 ,4.0                ,            1 ,2024-05-28 12:05:26
       375 ,2.0                ,            2 ,2024-06-26 17:21:07
       376 ,3.0                ,            1 ,2024-02-08 15:54:58
       377 ,2.0                ,            1 ,2024-03-27 12:31:19
       378 ,1.0                ,            1 ,2024-01-10 22:15:25
       380 ,1.0                ,            1 ,2024-02-16 19:27:37
       383 ,1.0                ,            1 ,2024-04-29 13:49:44
       385 ,4.0                ,            1 ,2024-01-08 06:08:05
       386 ,4.0                ,            1 ,2024-03-12 18:32:47
       387 ,3.0                ,            1 ,2024-08-08 21:50:23
       389 ,3.0                ,            1 ,2024-01-28 05:58:55
       391 ,2.0                ,            1 ,2024-01-20 16:19:14
       392 ,4.0                ,            1 ,2024-01-20 06:22:14
       396 ,3.0                ,            1 ,2024-02-15 08:41:01
       397 ,3.0                ,            2 ,2024-09-08 10:40:04
       404 ,5.0                ,            2 ,2024-05-23 15:10:37
       405 ,2.0                ,            1 ,2024-08-25 18:27:27
       407 ,1.0                ,            1 ,2024-05-18 05:01:38
       408 ,1.3333333333333333 ,            3 ,2024-04-01 08:27:59
       410 ,2.5                ,            2 ,2024-04-19 13:58:26
       411 ,1.5                ,            2 ,2024-04-09 23:24:44
       413 ,3.5                ,            2 ,2024-04-28 00:16:31
       419 ,5.0                ,            1 ,2024-09-20 19:43:29
       420 ,3.5                ,            2 ,2024-06-22 08:21:15
       423 ,4.0                ,            1 ,2024-05-09 02:42:08
       425 ,2.0                ,            1 ,2024-02-12 05:26:32
       426 ,5.0                ,            1 ,2024-04-10 10:34:12
       427 ,5.0                ,            1 ,2024-07-27 23:29:17
       429 ,2.0                ,            1 ,2024-03-06 01:06:27
       432 ,3.5                ,            2 ,2024-05-10 20:32:49
       433 ,4.0                ,            1 ,2024-01-08 07:49:11
       434 ,4.0                ,            1 ,2024-01-06 23:23:29
       441 ,4.0                ,            1 ,2024-01-03 12:33:26
       442 ,1.0                ,            1 ,2024-05-05 16:29:43
       445 ,3.6666666666666665 ,            3 ,2024-07-22 01:34:25
       446 ,4.0                ,            1 ,2024-07-16 17:44:33
       459 ,5.0                ,            1 ,2024-07-17 02:08:57
       462 ,5.0                ,            1 ,2024-08-29 23:10:49
       463 ,4.0                ,            1 ,2024-08-25 04:28:36
       464 ,4.0                ,            1 ,2024-08-15 02:13:42
       465 ,4.0                ,            1 ,2024-08-13 22:56:23
       467 ,5.0                ,            1 ,2024-03-02 21:10:21
       470 ,1.0                ,            1 ,2024-06-02 17:44:57
       471 ,2.0                ,            2 ,2024-02-07 07:57:39
       481 ,3.0                ,            2 ,2024-06-30 15:34:49
       484 ,4.0                ,            1 ,2024-07-20 23:45:05
       487 ,3.0                ,            1 ,2024-06-09 02:49:18
       488 ,5.0                ,            1 ,2024-07-09 12:39:46
       489 ,5.0                ,            2 ,2024-03-23 09:38:35
       490 ,5.0                ,            1 ,2024-01-15 22:10:08
       496 ,4.5                ,            2 ,2024-09-25 17:12:29
       502 ,4.0                ,            2 ,2024-04-20 20:38:48
       504 ,4.0                ,            1 ,2024-03-11 02:29:12
       506 ,3.0                ,            1 ,2024-02-13 08:30:10
       513 ,5.0                ,            1 ,2024-02-21 23:32:57
       514 ,5.0                ,            1 ,2024-03-18 08:17:49
       516 ,3.0                ,            1 ,2024-01-10 00:06:06
       519 ,4.0                ,            1 ,2024-07-01 06:38:59
       520 ,5.0                ,            1 ,2024-03-04 12:19:13
       521 ,3.5                ,            2 ,2024-04-27 11:31:40
       527 ,5.0                ,            1 ,2024-02-27 22:32:05
       529 ,4.0                ,            1 ,2024-01-01 12:12:22
       530 ,4.0                ,            1 ,2024-01-01 10:14:40
       531 ,3.5                ,            2 ,2024-07-15 01:03:46
       535 ,3.0                ,            2 ,2024-08-06 18:47:59
       536 ,3.0                ,            1 ,2024-06-12 13:28:58
       537 ,2.0                ,            1 ,2024-05-05 12:58:30
       542 ,1.0                ,            1 ,2024-04-11 18:15:58
       543 ,2.0                ,            1 ,2024-05-20 10:19:58
       544 ,1.0                ,            1 ,2024-03-04 23:54:49
       549 ,3.0                ,            1 ,2024-06-24 05:45:49
       557 ,1.0                ,            1 ,2024-06-19 11:09:47
       558 ,3.0                ,            1 ,2024-01-16 01:26:48
       559 ,3.0                ,            2 ,2024-08-27 09:06:32
       561 ,1.0                ,            1 ,2024-03-28 05:33:45
       562 ,1.0                ,            1 ,2024-05-28 01:14:20
       563 ,4.0                ,            1 ,2024-08-16 08:51:59
       564 ,4.0                ,            1 ,2024-09-03 08:18:02
       567 ,2.0                ,            1 ,2024-08-11 10:33:22
       568 ,5.0                ,            1 ,2024-08-07 11:57:26
       569 ,1.0                ,            1 ,2024-01-21 11:00:14
       575 ,4.0                ,            1 ,2024-05-24 19:43:50
       576 ,4.0                ,            1 ,2024-08-02 21:43:28
       583 ,2.0                ,            1 ,2024-06-16 13:13:06
       584 ,1.0                ,            1 ,2024-09-28 12:20:21
       585 ,4.0                ,            1 ,2024-06-04 10:28:29
       587 ,5.0                ,            1 ,2024-03-27 03:00:46
       589 ,1.0                ,            1 ,2024-01-30 01:51:04
       590 ,3.5                ,            2 ,2024-06-16 09:01:55
       591 ,2.0                ,            1 ,2024-05-06 09:00:11
       592 ,5.0                ,            1 ,2024-01-05 07:07:57
       593 ,4.0                ,            1 ,2024-01-02 00:17:32
       594 ,1.0                ,            1 ,2024-04-10 12:40:34
       595 ,4.0                ,            2 ,2024-07-02 15:25:56
       600 ,4.0                ,            2 ,2024-08-09 18:57:56
       605 ,3.0                ,            1 ,2024-03-04 20:30:23
       608 ,1.0                ,            2 ,2024-10-01 00:56:55
       613 ,1.0                ,            1 ,2024-03-25 01:10:59
       615 ,1.5                ,            2 ,2024-06-27 22:14:08
       618 ,3.0                ,            1 ,2024-01-28 03:48:05
       620 ,5.0                ,            1 ,2024-06-10 15:48:05
       621 ,1.0                ,            1 ,2024-09-23 03:54:55
       623 ,1.0                ,            2 ,2024-07-03 07:25:50
       627 ,3.0                ,            1 ,2024-06-16 11:29:45
       628 ,3.0                ,            1 ,2024-04-17 18:36:47
       633 ,3.5                ,            2 ,2024-06-03 04:05:57
       639 ,3.0                ,            1 ,2024-01-19 09:15:46
       641 ,4.0                ,            1 ,2024-07-08 22:34:51
       642 ,5.0                ,            1 ,2024-07-24 19:01:15
       643 ,1.0                ,            1 ,2024-05-19 11:24:40
       644 ,5.0                ,            1 ,2024-02-14 10:15:33
       645 ,1.0                ,            1 ,2024-07-19 13:26:16
       648 ,4.0                ,            1 ,2024-06-20 00:34:36
       650 ,5.0                ,            1 ,2024-07-27 08:01:48
       652 ,2.0                ,            1 ,2024-02-26 02:48:44
       653 ,2.0                ,            1 ,2024-09-01 07:24:57
       657 ,1.0                ,            1 ,2024-07-31 00:32:13
       658 ,1.0                ,            1 ,2024-01-22 08:18:44
       659 ,5.0                ,            1 ,2024-07-08 09:37:01
       660 ,2.0                ,            1 ,2024-05-15 00:45:15
       662 ,2.0                ,            1 ,2024-07-07 12:44:24
       663 ,2.0                ,            1 ,2024-01-26 03:29:13
       664 ,5.0                ,            1 ,2024-07-07 10:52:04
       665 ,5.0                ,            1 ,2024-06-21 09:30:05
       668 ,2.0                ,            2 ,2024-04-12 05:03:06
       669 ,5.0                ,            1 ,2024-01-15 06:32:34
       674 ,2.0                ,            1 ,2024-04-08 22:39:29
       675 ,3.5                ,            2 ,2024-02-29 14:18:44
       684 ,4.0                ,            1 ,2024-03-14 07:57:12
       687 ,4.0                ,            1 ,2024-03-20 13:21:49
       688 ,3.0                ,            1 ,2024-06-11 12:05:51
       691 ,2.0                ,            1 ,2024-06-16 00:34:27
       693 ,5.0                ,            1 ,2024-03-13 23:36:39
       694 ,5.0                ,            1 ,2024-05-18 10:09:05
       696 ,3.0                ,            1 ,2024-02-06 04:18:08
       697 ,5.0                ,            1 ,2024-07-10 07:42:44
       704 ,2.0                ,            1 ,2024-09-12 13:43:28
       706 ,2.0                ,            1 ,2024-01-23 23:44:35
       708 ,1.0                ,            1 ,2024-02-22 21:26:03
       713 ,2.0                ,            2 ,2024-04-21 22:06:20
       715 ,2.0                ,            1 ,2024-04-05 14:32:32
       720 ,4.0                ,            1 ,2024-01-18 21:33:11
       726 ,4.0                ,            1 ,2024-06-13 05:33:41
       732 ,4.0                ,            1 ,2024-07-11 01:20:30
       734 ,1.0                ,            1 ,2024-08-10 12:34:48
       735 ,3.5                ,            2 ,2024-08-26 11:35:29
       737 ,1.0                ,            1 ,2024-01-20 04:14:58
       738 ,3.0                ,            1 ,2024-06-22 17:42:57
       739 ,1.0                ,            1 ,2024-01-22 08:23:01
       745 ,4.0                ,            1 ,2024-03-25 09:08:35
       749 ,3.0                ,            1 ,2024-01-22 00:55:38
       757 ,1.0                ,            1 ,2024-04-09 15:22:09
       759 ,3.0                ,            1 ,2024-05-07 18:31:37
       764 ,3.0                ,            1 ,2024-06-21 15:49:30
       765 ,5.0                ,            1 ,2024-06-30 00:51:26
       769 ,1.0                ,            1 ,2024-08-13 08:54:13
       772 ,5.0                ,            1 ,2024-03-30 04:37:18
       774 ,2.0                ,            2 ,2024-09-24 09:02:36
       777 ,3.0                ,            1 ,2024-08-27 04:32:11
       778 ,1.0                ,            1 ,2024-02-22 00:39:01
       780 ,1.0                ,            1 ,2024-06-03 00:15:26
       781 ,2.5                ,            2 ,2024-08-13 16:39:35
       782 ,2.0                ,            1 ,2024-05-18 03:11:40
       785 ,4.0                ,            1 ,2024-09-30 20:21:49
       788 ,4.333333333333333  ,            3 ,2024-08-02 11:52:11
       791 ,4.0                ,            1 ,2024-04-29 10:39:37
       794 ,3.0                ,            2 ,2024-05-13 08:05:53
       801 ,4.0                ,            1 ,2024-02-01 05:41:09
       805 ,2.0                ,            1 ,2024-05-11 10:36:44
       818 ,4.0                ,            1 ,2024-05-30 00:07:08
       820 ,3.0                ,            1 ,2024-07-29 22:27:55
       821 ,4.5                ,            2 ,2024-07-03 19:59:00
       822 ,4.0                ,            1 ,2024-06-08 15:34:08
       825 ,1.0                ,            1 ,2024-08-20 09:05:32
       826 ,2.5                ,            2 ,2024-07-30 03:21:01
       827 ,5.0                ,            1 ,2024-05-16 10:11:05
       831 ,4.0                ,            1 ,2024-02-10 06:11:13
       833 ,2.0                ,            2 ,2024-08-06 19:25:46
       834 ,5.0                ,            1 ,2024-06-22 20:53:36
       836 ,1.0                ,            1 ,2024-01-15 02:09:37
       838 ,2.5                ,            4 ,2024-09-22 09:26:19
       840 ,2.0                ,            1 ,2024-06-06 14:52:02
       841 ,1.0                ,            1 ,2024-05-24 07:46:05
       842 ,3.0                ,            2 ,2024-08-13 17:46:34
       844 ,5.0                ,            1 ,2024-08-22 19:28:20
       850 ,3.0                ,            2 ,2024-09-15 01:41:33
       852 ,2.0                ,            1 ,2024-07-09 06:29:32
       854 ,1.5                ,            2 ,2024-05-20 07:01:06
       858 ,5.0                ,            1 ,2024-03-14 21:05:44
       859 ,4.0                ,            1 ,2024-01-18 00:33:36
       860 ,5.0                ,            2 ,2024-06-22 21:54:37
       861 ,1.5                ,            2 ,2024-04-18 12:47:43
       867 ,3.0                ,            1 ,2024-03-03 08:23:35
       874 ,1.0                ,            1 ,2024-01-03 01:09:43
       878 ,4.0                ,            2 ,2024-05-13 04:58:12
       881 ,2.0                ,            1 ,2024-06-06 22:03:26
       885 ,2.5                ,            2 ,2024-03-14 07:03:18
       888 ,5.0                ,            2 ,2024-04-14 04:06:46
       891 ,5.0                ,            1 ,2024-06-17 19:24:50
       892 ,1.0                ,            1 ,2024-01-27 07:53:27
       893 ,3.5                ,            2 ,2024-09-06 18:45:34
       894 ,4.0                ,            1 ,2024-07-11 05:06:03
       895 ,3.0                ,            1 ,2024-04-24 00:38:07
       898 ,4.0                ,            1 ,2024-06-13 00:52:08
       900 ,3.0                ,            1 ,2024-06-09 04:46:12
       904 ,4.0                ,            3 ,2024-09-20 04:06:54
       905 ,4.5                ,            2 ,2024-08-26 06:00:32
       908 ,4.0                ,            1 ,2024-01-16 03:52:09
       909 ,3.0                ,            1 ,2024-09-01 08:35:56
       910 ,5.0                ,            1 ,2024-04-21 08:47:19
       911 ,1.0                ,            1 ,2024-09-05 08:14:04
       913 ,3.0                ,            2 ,2024-07-20 13:35:48
       916 ,4.0                ,            1 ,2024-01-28 20:12:56
       917 ,4.0                ,            1 ,2024-06-26 20:00:57
       921 ,4.0                ,            1 ,2024-07-15 15:37:19
       922 ,2.3333333333333335 ,            3 ,2024-09-27 00:17:07
       923 ,1.0                ,            1 ,2024-01-31 18:56:51
       925 ,3.0                ,            1 ,2024-02-12 14:31:32
       926 ,5.0                ,            1 ,2024-07-06 18:46:44
       930 ,2.5                ,            2 ,2024-09-20 21:57:12
       932 ,5.0                ,            1 ,2024-01-30 19:27:47
       936 ,2.0                ,            1 ,2024-02-07 23:51:42
       937 ,5.0                ,            1 ,2024-01-16 03:16:05
       940 ,1.0                ,            1 ,2024-08-22 00:49:33
       941 ,1.0                ,            1 ,2024-05-21 05:56:10
       942 ,4.0                ,            1 ,2024-08-01 07:25:54
       947 ,1.0                ,            1 ,2024-08-06 00:51:55
       948 ,2.0                ,            1 ,2024-02-16 14:19:33
       955 ,1.0                ,            1 ,2024-01-26 21:18:49
       956 ,2.0                ,            1 ,2024-08-30 15:11:27
       958 ,1.0                ,            1 ,2024-02-13 23:56:26
       960 ,3.0                ,            1 ,2024-04-14 18:21:26
       961 ,4.0                ,            1 ,2024-02-04 09:56:34
       962 ,1.0                ,            1 ,2024-08-01 09:15:11
       967 ,1.0                ,            1 ,2024-04-17 02:49:24
       968 ,4.0                ,            1 ,2024-03-27 13:54:55
       969 ,2.0                ,            1 ,2024-04-16 23:21:42
       974 ,3.5                ,            2 ,2024-06-07 04:14:03
       978 ,1.0                ,            1 ,2024-08-07 02:21:05
       980 ,4.0                ,            1 ,2024-03-13 20:07:28
       984 ,2.0                ,            1 ,2024-04-17 04:51:24
       987 ,2.0                ,            2 ,2024-07-23 08:18:27
       988 ,5.0                ,            1 ,2024-04-14 21:47:57
       990 ,3.0                ,            1 ,2024-05-17 17:27:08
       994 ,3.0                ,            3 ,2024-07-14 06:09:09
       995 ,2.0                ,            1 ,2024-05-02 09:26:19
       996 ,2.0                ,            1 ,2024-09-01 12:11:46
       997 ,1.0                ,            1 ,2024-09-02 16:08:06
      1000 ,2.5                ,            2 ,2024-08-19 21:17:46
